name,artist,track_id,instrumentalness,danceability,energy,liveness,loudness,acousticness,valence,speechiness,tempo,key,time_signature,length,popularity,mood,mood_map,cluster
Marvins Room,Drake,1GpSXGBCDDHKRrOTqg4jdr,0.00124,0.412,0.254,0.0841,-17.448,0.649,0.332,0.0964,168.068,9,4,347586,49,Sad,0,0
Come and See Me (feat. Drake),PARTYNEXTDOOR,5KdhJG3BXUmLoO4JdycCPw,2.55e-06,0.807,0.346,0.087,-10.275,0.0538,0.0608,0.0613,84.98,2,4,235477,50,Sad,0,2
Think About Me,dvsn,4LkLfPYc3yjOta7Gk8FDRB,0.786,0.547,0.294,0.0933,-10.202,0.0607,0.11,0.0482,105.027,7,4,246240,59,Sad,0,1
Losin Control,Russ,4tGjoffVHvUvb5RDE60sjX,0.000275,0.761,0.247,0.0968,-6.597,0.51,0.262,0.145,97.013,6,4,240065,0,Sad,0,0
Shot Down,Khalid,58nciIyr5vKpUJkUXXkxCq,0.000186,0.769,0.511,0.106,-6.673,0.885,0.507,0.0609,123.954,6,4,209185,49,Sad,0,0
Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),Dreamville,4nw0S8MtvcLSpXCS9M8ciL,0.0,0.664,0.61,0.097,-6.432,0.145,0.472,0.339,76.024,7,4,284040,58,Sad,0,2
Let Me Love You,Mario,3ibKnFDaa3GhpPGlOUj7ff,0.0,0.656,0.578,0.118,-8.97,0.235,0.556,0.0922,94.514,7,4,256733,72,Sad,0,2
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,0.0,0.556,0.538,0.196,-5.408,0.0689,0.291,0.0382,143.95,8,4,223346,79,Sad,0,2
Hurt You,The Weeknd,13wNEvWmBsWaWVtiLPRIW5,0.00214,0.484,0.716,0.112,-7.193,0.3,0.365,0.167,184.131,5,4,230026,0,Sad,0,2
Missin You Crazy,Russ,4ve2uzqdwnHr20G5YgMMqr,0.0,0.716,0.729,0.0842,-6.313,0.0991,0.276,0.117,131.975,5,4,226693,70,Sad,0,2
Doing It Wrong,Drake,4eSGSqP2TZvvX0kadZZttM,6.78e-05,0.397,0.172,0.108,-15.698,0.841,0.123,0.0445,101.275,6,4,265120,65,Sad,0,0
Location,Khalid,6XOin64PR2Oj4W0tO8GOQv,0.0249,0.764,0.262,0.104,-17.074,0.455,0.29,0.446,80.047,1,4,224000,0,Sad,0,0
"Psycho, Pt. 2",Russ,26OhjtaTamFocE08t83ml6,5.57e-06,0.766,0.548,0.1,-4.29,0.775,0.424,0.235,82.944,10,4,161985,74,Sad,0,0
Shot For Me,Drake,6k7b4mcxLP5HPo6hNoXoM6,0.0,0.566,0.465,0.567,-11.714,0.0555,0.177,0.235,143.015,2,4,224720,42,Sad,0,2
In Love,EKKSTACY,0jcDwzxkfzdRHLiVHiRQII,0.000963,0.323,0.162,0.104,-12.661,0.925,0.143,0.0348,67.408,1,3,152933,57,Sad,0,0
lately,guccihighwaters,5SKILKDVLHR7bFHTrmWPYD,7.04e-05,0.695,0.465,0.114,-8.329,0.241,0.203,0.0483,170.052,1,4,170823,42,Sad,0,2
Creep,carolesdaughter,5nC2VyPxefp5EXVViTcz7S,8.23e-05,0.487,0.333,0.0827,-8.584,0.122,0.0396,0.0275,89.059,0,4,222640,55,Sad,0,0
Prom Night,Riovaz,7KhJdiu4zbPlhlImRLIyDl,8.56e-06,0.813,0.608,0.0963,-9.918,0.355,0.0512,0.169,149.251,7,4,145899,75,Sad,0,0
MEMORIES!,347aidan,27XMmSWSOXJ7eVb40tH93T,0.0,0.861,0.396,0.105,-6.826,0.683,0.252,0.354,154.967,9,4,137667,72,Sad,0,0
Clear Bones,Jean Dawson,21NVIBYBZIp7oa0OONZBZo,9.26e-06,0.56,0.867,0.0901,-3.978,0.00275,0.567,0.049,93.503,7,4,166711,50,Sad,0,2
NUMB,Chri$tian Gate$,1BPBwKueIEMnUcbbs2te7B,0.0,0.682,0.598,0.299,-5.694,0.0575,0.823,0.264,103.791,8,4,112500,74,Sad,0,2
california world,Lil Peep,7kjYPapOatvPuqPuMn4TgM,2.19e-06,0.301,0.514,0.251,-6.976,0.0723,0.153,0.0617,145.59,8,4,291400,63,Sad,0,2
Dishonest,Elko,3lKIg3YiHa7o8Wvtiqd3FX,0.0,0.661,0.503,0.115,-8.105,0.209,0.175,0.0319,120.938,8,4,154710,51,Sad,0,2
1.28.19,Chynna,0Wjczjn4UW1DBl0Hzt9bkx,0.00416,0.953,0.395,0.132,-8.44,0.138,0.643,0.418,120.072,1,4,224000,41,Sad,0,2
i walk this earth all by myself,EKKSTACY,5a8QUc4ubHJqQm7vzs2YhA,0.781,0.595,0.588,0.113,-11.313,0.507,0.518,0.0624,166.061,10,4,145634,62,Sad,0,1
Violent,carolesdaughter,7CFfqRW50ffULvBv7lfIIg,2.26e-06,0.797,0.755,0.124,-5.393,0.331,0.411,0.0293,129.955,2,4,135877,73,Sad,0,2
Whatsinsideyourhead,Beach Bums,3HXpRH2rsybwLYg1sCZvC3,0.0,0.619,0.576,0.0993,-7.646,0.0621,0.695,0.328,170.214,11,4,154000,34,Sad,0,2
LAY IT ALL ON ME,Brevin Kim,2nsX2FTM74E6osK75EhvLE,3.22e-06,0.752,0.523,0.101,-7.921,0.338,0.445,0.0594,129.964,2,4,156000,44,Sad,0,2
my world,steve breaux,4YC4jW8DAxwANQXJDMiDqh,2.32e-06,0.578,0.501,0.489,-7.077,0.455,0.553,0.0319,84.894,11,4,141529,42,Sad,0,2
WINTER HOOKUP,prettyboys,2aeYQJ6tbMjknoCw86plTV,2.35e-05,0.786,0.46,0.114,-8.028,0.438,0.413,0.241,139.981,1,4,174961,36,Sad,0,0
heavy metal,diveliner,24MrZlugGZogWaOas6TLGt,0.0,0.586,0.538,0.198,-7.39,0.0558,0.379,0.0353,99.895,0,4,166500,39,Sad,0,2
say goodbye,Sarcastic Sounds,6JdU7eaEl9fPAq0sEVNzGc,0.00236,0.71,0.415,0.149,-9.561,0.902,0.418,0.0908,92.016,8,4,86749,59,Sad,0,0
f*ck everything! - Spotify Singles (feat. The Drums),EKKSTACY,3oE4zL430c18NuiRWDHRLY,0.24,0.538,0.722,0.687,-6.67,0.0155,0.535,0.029,144.976,8,4,181828,53,Sad,0,2
Dancing in My Room,347aidan,7CCCX50zGHMTuHsyKQy03l,3.42e-05,0.979,0.41,0.205,-11.056,0.658,0.74,0.112,119.971,8,4,180121,0,Sad,0,0
PIGEONS,Yxngxr1,6a23CwL8bVeizmNRR9AACs,0.0,0.814,0.54,0.173,-9.66,0.617,0.476,0.321,160.039,0,4,121457,52,Sad,0,0
Water World,Derek Pope,557GPWoXsbALezINZhftNf,0.000684,0.714,0.671,0.0927,-5.445,0.0158,0.415,0.0281,138.011,10,4,190723,47,Sad,0,2
basketball,diveliner,5EdmaSUzXzlOcCc44Jo206,0.0,0.388,0.449,0.214,-9.114,0.668,0.262,0.236,180.181,1,4,141333,47,Sad,0,0
i know why you stay out,remy,2xYzZbcky4jNfiH5A9eX7n,2.75e-05,0.743,0.629,0.153,-4.394,0.369,0.592,0.0508,94.016,2,4,177634,46,Sad,0,2
FADE,Ramzoid,2queNX3zTuto5XSXuUZlEe,1.45e-06,0.61,0.623,0.281,-3.779,0.413,0.288,0.0438,129.951,8,4,144000,43,Sad,0,2
The First Step of Becoming God Is a Bottle to the Face,Pouya,5b1AFXSpHfQyL5mGzGAEMM,0.000163,0.578,0.682,0.13,-8.218,0.34,0.359,0.289,159.899,1,4,180969,46,Sad,0,2
Duct Tape Lips,Caspr,1CSohYbqNK5ocN3ibvDlkf,0.0,0.63,0.681,0.14,-6.005,0.31,0.346,0.0596,137.885,2,4,167799,45,Sad,0,2
teacher,diveliner,00AKsPzB2WUbIbu8KNFUqQ,4.01e-05,0.48,0.568,0.108,-7.362,0.117,0.211,0.181,83.899,9,4,163764,43,Sad,0,2
Cheater (feat. Tom The Mail Man),SAIAH,3n0If8GidXp4KziBDoMe99,0.0,0.539,0.808,0.212,-5.179,0.014,0.36,0.0385,159.981,2,4,184520,50,Sad,0,2
Flower Ghoul,Deijuvhs,3ovha0ritsxTs7pTND84qJ,7.19e-05,0.715,0.475,0.103,-6.92,0.159,0.597,0.0277,160.084,7,4,153581,42,Sad,0,2
"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,23GLgk0r6rKVCic7cCFArg,8.82e-05,0.792,0.512,0.14,-6.875,0.13,0.11,0.0408,113.978,2,4,168489,0,Sad,0,2
Hex,80purppp,7D7e6hm2LiNd6nLuJF6K9Q,0.00713,0.845,0.398,0.159,-15.781,0.872,0.482,0.268,109.996,5,4,122221,76,Sad,0,0
Bad Hoe,Tom The Mail Man,6OGvHDjNLuEJoBc8BEQWBP,0.0,0.806,0.735,0.0885,-4.39,0.087,0.398,0.0495,128.019,4,4,207250,45,Sad,0,2
9 LIVES,Ramzoid,6TaVVKTOoqtz7DxXdh6rjs,0.000912,0.536,0.706,0.142,-5.263,0.227,0.365,0.0498,144.003,8,4,146666,40,Sad,0,2
your favorite dress,Lil Peep,1i5VGJwl7gFw0hQP4dVDgK,0.0,0.497,0.629,0.111,-7.613,0.0803,0.1,0.0541,129.905,7,3,177386,72,Sad,0,2
Beeline,whiterosemoxie,3FpkGXrGNBBBX9SmujIy0M,0.0,0.615,0.684,0.378,-3.836,0.306,0.372,0.0493,102.915,4,4,163725,50,Sad,0,2
Superman,Flowerboy,5goEPSbO6OvARM1TxOKxau,2.98e-05,0.797,0.441,0.111,-9.147,0.286,0.34,0.0961,158.034,9,4,125876,40,Sad,0,2
Survivor,KNOWN.,2eeOF8wsCKNPmbCqg855TH,0.000979,0.668,0.594,0.105,-8.276,0.196,0.68,0.0387,140.001,9,4,178285,49,Sad,0,2
OMEN,blackwinterwells,7puKLQaUaYrbmtmCUf2M4N,3.74e-05,0.42,0.776,0.0904,-5.046,0.0265,0.362,0.0301,111.164,6,4,171861,48,Sad,0,2
Coke Nose,Caspr,6Y9ZB2eeYmbEYm7XifqTcg,1.65e-05,0.668,0.645,0.138,-5.986,0.0131,0.424,0.0483,155.013,1,4,164117,49,Sad,0,2
Shoot Me Down,Lourdiz,6E8DXXi3dmQs91BNJLz3yg,8.6e-05,0.707,0.753,0.21,-5.08,0.0533,0.667,0.0454,134.972,4,4,145598,36,Sad,0,2
One Of A Kind,LIL DUSTY G,6PouzZCmnTiMoTTyjEx09Q,0.0,0.664,0.713,0.0818,-4.622,0.0281,0.423,0.0341,106.009,5,4,130190,48,Sad,0,2
Nevada,Sematary,0LROCXuR7mz4pQHnjfmJxE,0.565,0.438,0.973,0.156,-3.219,0.228,0.354,0.148,131.974,11,4,238344,23,Sad,0,2
sound off,44phantom,5nCWUq99mmY6yMzcxSBU1o,0.000531,0.725,0.683,0.13,-5.875,0.00468,0.435,0.0365,158.044,7,4,99706,0,Sad,0,2
get me high,Marco Luka,4XJUPTlWg7AqgR5x50GRst,0.0,0.401,0.344,0.202,-9.323,0.832,0.623,0.0318,169.474,9,4,105257,48,Sad,0,0
Someday,YOG$,2GOihJe5nJysbyVYnoUf9N,0.0,0.616,0.653,0.289,-6.101,0.143,0.562,0.0325,87.969,0,4,156647,52,Sad,0,2
Save Your Prayers,bloom,4bKzBGu49VxduB5Bb9Ce3i,0.0,0.384,0.695,0.0895,-5.313,0.0172,0.354,0.127,91.002,9,4,193986,45,Sad,0,2
moving fast,Lil Darkie,2aR3IqTeVR7lKkGWpfGVBA,0.00367,0.854,0.288,0.209,-18.549,0.807,0.547,0.0871,120.032,7,4,184000,59,Sad,0,0
Dawg Shit,Pretty Pacc,39oI2XtCeF2JgMEb8vOg6k,0.0,0.613,0.472,0.147,-10.244,0.484,0.496,0.0681,86.99,6,4,168942,48,Sad,0,0
WHEN THE DEVIL CRIES,347aidan,2oeMjGwvO0mDjEYGxO1iLG,0.0,0.826,0.448,0.087,-4.997,0.447,0.42,0.0342,116.472,1,4,148324,59,Sad,0,0
Fall Apart,Elko,0RVudXMqEsrv3SXHia5Y8X,0.0,0.522,0.818,0.108,-5.102,0.0155,0.507,0.0599,156.032,7,4,158461,45,Sad,0,2
GIN N JUICE,Jack Kays,7IeF3GYiOqsKQ97cchFod3,0.0,0.908,0.279,0.116,-13.19,0.421,0.849,0.715,118.166,7,4,101500,0,Sad,0,2
Wild Wild West,Cold Hart,4YlFygWHw78Hf6KWDzJaoI,2.96e-05,0.495,0.73,0.251,-7.979,0.00798,0.349,0.0325,82.016,7,4,154400,45,Sad,0,2
Last Night,Tom The Mail Man,1LoTpLgjRuOZOh4s0RTLjs,7.72e-05,0.751,0.576,0.126,-6.807,0.0427,0.282,0.0423,149.954,6,4,128000,46,Sad,0,2
23,IVOXYGEN,0SLgPxPwGZ9g2i9sxux1Sh,0.000105,0.483,0.142,0.111,-13.264,0.87,0.0379,0.0456,98.043,0,4,156774,50,Sad,0,0
Can't Be Love,Boon,5FMnEM2HhI6OqyXeRt1o0U,5.18e-05,0.83,0.578,0.124,-5.189,0.0746,0.782,0.153,128.029,6,4,146250,46,Sad,0,2
THE EDGE,COTIS,2r12MtRWVSKkRywwuHGDkU,0.0,0.606,0.853,0.162,-7.29,0.0026,0.533,0.0456,76.507,11,4,150588,45,Sad,0,2
stuck,Numl6ck,63PBsYANeKAvmW6vMMus4Y,0.0,0.681,0.765,0.367,-4.574,0.06,0.185,0.0352,92.534,5,4,126503,47,Sad,0,2
MY HEAD :(,Jack Kays,13Qe9Ad3zLm58cIb9n4YtG,0.0,0.942,0.439,0.107,-8.519,0.346,0.231,0.0864,125.018,0,4,92160,50,Sad,0,0
Don't Talk,MASN,3mXjVkMtEqWZ2iMHYtincz,0.0,0.61,0.709,0.352,-5.575,0.141,0.456,0.0305,88.971,0,4,132120,59,Sad,0,2
WITHOUT YOU (with Miley Cyrus),The Kid LAROI,1EHUQesfVKwbthtNcpBi9g,0.0,0.655,0.469,0.0956,-6.257,0.173,0.467,0.0292,92.56,0,4,161384,79,Sad,0,2
Korleone,BBY KODIE,2quqI0vI60XTjPGl2Dk8ph,2.8e-06,0.831,0.357,0.11,-8.041,0.225,0.239,0.151,120.095,2,4,192696,45,Sad,0,2
I Ate My Soul,Ohsolow,5oCMkoVTUov4jKWzfkenAx,5.33e-06,0.683,0.324,0.211,-16.983,0.005,0.423,0.157,114.033,10,4,104736,38,Sad,0,2
Materialism as a Means to an End,$uicideboy$,4t2dQ3OQaAJQn52BNszPnY,5.28e-06,0.79,0.738,0.154,-6.416,0.129,0.555,0.478,168.03,1,4,166250,71,Sad,0,2
KILL CUPID,Dro Kenji,5p29DSBwxS4hStGKr7NCCO,0.0,0.77,0.58,0.111,-6.371,0.0136,0.202,0.0461,115.98,4,4,249475,62,Sad,0,2
NAPLES,Brevin Kim,0ImCrvyDR2Twf44Ugyv5Kj,0.0,0.665,0.63,0.295,-6.215,0.128,0.178,0.0332,92.039,6,4,140217,49,Sad,0,2
bottom of the bottle,Jack Kays,2BiY6RfE71jjHksKJwLg1m,0.0,0.608,0.0976,0.0916,-15.595,0.719,0.542,0.061,82.991,7,4,160496,45,Sad,0,0
freak,44phantom,3Tq98MvUH8kxeygv1kurtt,0.0,0.638,0.622,0.147,-5.927,0.00993,0.753,0.0389,80.016,10,4,145626,34,Sad,0,2
Decompose,Cold Hart,27CEjr4pHfwwC7Nk0YE1Vl,0.0112,0.66,0.692,0.0743,-9.156,0.0618,0.41,0.0364,135.058,6,4,187093,44,Sad,0,2
FADING AWAY,prettyboys,4DRciCSypC4oGPZFmgqfu1,3.77e-05,0.602,0.385,0.198,-9.636,0.446,0.12,0.0395,99.887,7,4,158500,39,Sad,0,0
Oh No,Nedarb,7B8b9ezyKL6CNCLT2PgX4K,3.22e-05,0.534,0.546,0.304,-9.357,0.0667,0.255,0.0272,150.075,7,4,211200,46,Sad,0,2
hellboy,Lil Peep,2YGHCHkWTbtCUTjL0LUXtx,0.0,0.598,0.683,0.319,-6.588,0.0152,0.122,0.054,135.982,4,5,177160,67,Sad,0,2
swim,CHRIS YONGE,4g8r81G1g4Jn3gPu1iyYoC,1.78e-05,0.811,0.353,0.12,-9.097,0.492,0.429,0.152,81.948,9,4,212706,38,Sad,0,0
Reckless,Lund,1CIxzzS0nVJNfk5wuN2MjM,0.0,0.461,0.467,0.11,-7.628,0.00766,0.167,0.0586,74.686,0,4,206270,57,Sad,0,2
all i can see,guardin,05gHCcq775XVNxryDxaiqs,1.14e-06,0.514,0.834,0.214,-5.023,0.0063,0.275,0.0376,160.023,2,4,187547,53,Sad,0,2
Sitting In Fire,MASN,6oXgRfFIvzWe83K5la8oI9,2.87e-05,0.558,0.625,0.328,-5.253,0.0146,0.293,0.0359,171.934,7,4,147461,55,Sad,0,2
dream girl,8percent,3agflhasTpwVk5opeCab2a,7.68e-05,0.591,0.27,0.27,-18.977,0.842,0.588,0.478,71.992,7,5,87379,63,Sad,0,0
3NIGHTS (feat. guardin) [Remix],SAIAH,3CbuiJ89E4gazRhtybqxOw,0.0,0.338,0.598,0.135,-6.341,0.112,0.484,0.106,80.759,5,4,151147,43,Sad,0,2
Starfire (Teen Titans),6 Dogs,3sVxmnZEQO3L589itv1uik,8.77e-05,0.697,0.433,0.156,-10.994,0.183,0.353,0.0621,157.918,6,3,124556,45,Sad,0,2
fuckboy,brakence,7cELheBXF3jIShGuewCy44,0.0,0.73,0.61,0.144,-7.784,0.373,0.8,0.238,146.572,8,4,157903,58,Sad,0,2
F*ck Love,Lund,2kHrlDvECzPyjcbmSQNusl,0.0,0.639,0.446,0.181,-10.489,0.295,0.363,0.0378,76.004,6,4,197368,63,Sad,0,2
pain,Lil Peep,6QCfnCytpO5LsPSS2RO88q,0.0,0.478,0.724,0.167,-7.986,0.00119,0.587,0.0732,120.97,8,4,223093,54,Sad,0,2
Demons and Monsters,347aidan,6pgSQuEY2hJhRkC4YpZfJQ,1.07e-06,0.786,0.319,0.265,-11.699,0.927,0.392,0.0718,80.996,9,4,197881,0,Sad,0,0
Squash,LIL DUSTY G,4XCcz4Rdswrhg09Wk9D6QX,1.27e-05,0.703,0.653,0.345,-3.969,0.0543,0.414,0.0376,148.02,11,4,123445,53,Sad,0,2
FRIENDS,Oliver Francis,6NEevR7qHIRfi9fahttXCk,0.0,0.474,0.828,0.112,-3.87,0.0984,0.517,0.218,159.059,8,4,132830,53,Sad,0,2
Scars,Phazzze,6Bb9aLGqDpHDAMZCAT3s53,0.0,0.73,0.67,0.307,-7.783,0.0608,0.489,0.0622,110.619,4,5,153399,45,Sad,0,2
Me and You,Cold Hart,3f1ChZHm6v4KdUaEW5y5qd,0.0,0.613,0.614,0.094,-7.235,0.0143,0.198,0.0439,93.984,1,4,224813,66,Sad,0,2
heartbreak in the worst way,badly,2p9AMtrvMg09VoOiFsyggZ,0.0094,0.694,0.502,0.203,-11.62,0.121,0.398,0.128,100.901,2,4,155198,41,Sad,0,2
medicine,andy polk,38cHoGUA4FvEXiGRwZ32nM,0.0,0.548,0.655,0.0716,-5.83,0.00461,0.495,0.254,180.04,7,4,122666,30,Sad,0,2
the overthinker,One Hope,21Pkk76qnEgB5d0iDot4Dk,0.0,0.663,0.351,0.147,-12.064,0.406,0.477,0.39,118.505,5,4,196250,47,Sad,0,0
Selfish,Elko,2eKWkJFSs7JDrXY9U6XbLB,0.0,0.599,0.761,0.105,-5.636,0.177,0.4,0.0824,95.031,7,4,139578,21,Sad,0,2
the way that you see me (feat. Ayleen Valentine),Powfu,5O6QAX1oI4iktfXP8HAmgi,0.0,0.548,0.341,0.121,-11.667,0.708,0.34,0.397,71.573,0,4,182416,60,Sad,0,0
PILL BREAKER (feat. blackbear & Machine Gun Kelly),Trippie Redd,7jjnn6K7p5MgOFuqLypAcM,0.0,0.527,0.79,0.37,-6.268,0.016,0.236,0.0788,153.034,2,3,177058,66,Sad,0,2
don't fall,44phantom,38pmIzTCDkqvZVh1NFmWik,0.0,0.568,0.519,0.108,-5.227,0.0484,0.451,0.0268,159.988,1,3,205240,33,Sad,0,2
TRANCE,Dro Kenji,4CrOQXpKgVesRErY2SyU1z,0.0,0.664,0.58,0.118,-7.772,0.0137,0.212,0.0889,84.054,7,4,114285,34,Sad,0,2
Taking Over,Tom The Mail Man,5Unr6WoYvsnGYo3NazmkW4,0.0,0.762,0.516,0.0966,-8.016,0.0288,0.721,0.0969,156.97,5,4,158000,57,Sad,0,2
altitude,guardin,5mzvGPhsCURCR6fAy099mq,0.00326,0.565,0.667,0.204,-6.185,0.0488,0.43,0.243,151.013,6,4,129780,46,Sad,0,2
Turbulence,Jay Portal,1LZ4N16PaRnOg7odVvBG34,0.0,0.621,0.804,0.126,-6.304,0.289,0.5,0.0296,159.017,0,4,110204,37,Sad,0,2
WICKED,COTIS,691ppEeFywjs37hPT5RIYx,0.0,0.665,0.81,0.336,-5.963,0.0164,0.535,0.0453,152.047,5,4,153652,30,Sad,0,2
Cursed,Dante X,4pJ1MqWxR6JLAKmU9W7mOB,0.0,0.407,0.47,0.135,-7.087,0.82,0.0544,0.0505,99.471,10,4,235730,37,Sad,0,0
Show Me How,Men I Trust,01TyFEZu6mHbffsVfxgrFn,0.534,0.791,0.267,0.102,-11.997,0.674,0.544,0.0415,165.99,5,4,215110,73,Sad,0,1
Kenny,Still Woozy,6FmnMoph4yx7zjhuBcrHDv,0.0393,0.743,0.49,0.108,-10.845,0.307,0.394,0.0377,120.028,1,4,194133,64,Sad,0,2
i walk this earth all by myself,EKKSTACY,5a8QUc4ubHJqQm7vzs2YhA,0.781,0.595,0.588,0.113,-11.313,0.507,0.518,0.0624,166.061,10,4,145634,62,Sad,0,1
Chandelier,Will Paquin,1Go9q6KaCpAsQ0wkZFGzY2,6.61e-06,0.331,0.5,0.116,-9.119,0.677,0.421,0.0514,86.963,2,4,127464,60,Sad,0,0
Pluto Projector,Rex Orange County,4EWBhKf1fOFnyMtUzACXEc,0.000691,0.379,0.219,0.118,-11.196,0.707,0.188,0.0307,79.786,5,4,267520,76,Sad,0,0
Not Around,Ritt Momney,1y1RZ1WceXGSr0X7Q6mG0M,0.000956,0.249,0.274,0.408,-10.664,0.62,0.447,0.0364,198.697,7,3,161406,48,Sad,0,0
song i made up to stop myself from having a panic attack just now (ft. rich),Field Medic,2oe9nMUPInGrfKu6fdZjH9,0.0,0.574,0.0523,0.167,-15.428,0.903,0.249,0.428,119.927,3,5,41124,55,Sad,0,0
fools (can't help falling in love) (feat. Sody),Foster,4VEEDnEFLI9dUy5QA51rom,0.0,0.706,0.604,0.242,-6.932,0.418,0.361,0.303,82.03,2,4,165029,70,Sad,0,2
Happen To Me,BENEE,1bPo0RfCT7T4GHblhc7c7R,0.00355,0.659,0.645,0.093,-7.654,0.17,0.359,0.0307,149.047,0,4,231700,3,Sad,0,2
Yeah Right,Joji,2815rSBccLxZc67jEWBEvD,0.236,0.672,0.59,0.0991,-9.574,0.624,0.21,0.129,169.036,1,4,174357,0,Sad,0,0
Did I Get It Wrong,Dora Jar,2hEFAHjkgjUJSbSWrB6uad,0.000842,0.798,0.426,0.101,-11.365,0.527,0.333,0.034,120.018,8,4,185041,13,Sad,0,0
Shoot,Tommy Lefroy,6UoWQZQch4z3T1sLcvglrM,0.168,0.361,0.172,0.132,-15.245,0.874,0.15,0.0356,177.118,7,3,157801,45,Sad,0,0
Sometimes (Backwood),gigi,5ysFFsqJFcsX8Rez67j2tv,0.00197,0.41,0.174,0.114,-11.405,0.767,0.0694,0.0328,105.292,3,4,153000,68,Sad,0,0
It's Not The Same Anymore,Rex Orange County,7vRia9rlEuTDQxkfXIKySi,3.74e-05,0.666,0.317,0.111,-10.644,0.873,0.359,0.0327,117.676,5,4,386200,68,Sad,0,0
Wavvy,Lav,0BIdtZ1RdHNAm1aJxbfyNk,0.563,0.548,0.31,0.0774,-10.03,0.561,0.0875,0.0328,139.675,2,4,187546,51,Sad,0,1
Sorry,Deb Never,7ufvTDIjfqAhYZLXUX0lrF,1.65e-06,0.828,0.325,0.354,-8.805,0.613,0.131,0.0675,130.066,0,4,180269,47,Sad,0,0
Maybe the Problem Is Me,dexter,5gPRsdhEoR53H4eSRBXnzh,0.000839,0.616,0.219,0.125,-11.807,0.987,0.47,0.087,147.924,7,4,133090,39,Sad,0,0
West Coast City,Tucker Rivera,5AmzmWV5W2cGE3pHesHMmS,0.000876,0.607,0.199,0.146,-17.95,0.902,0.11,0.0644,139.835,10,4,195428,49,Sad,0,0
Surf,Mac Miller,1kwnxJNVl7cwcU98RvMBaR,0.0706,0.828,0.182,0.15,-13.066,0.754,0.231,0.166,147.279,1,4,330506,67,Sad,0,0
Violent,carolesdaughter,7CFfqRW50ffULvBv7lfIIg,2.26e-06,0.797,0.755,0.124,-5.393,0.331,0.411,0.0293,129.955,2,4,135877,73,Sad,0,2
City,DBMK,5TK9UrM3qEiBQ3il3SJNVq,1.62e-06,0.437,0.243,0.112,-10.577,0.851,0.142,0.0281,144.164,7,4,166542,43,Sad,0,0
None of This Alone,Terry Presume,3oC6XhD8it51GroGHUh3Ud,0.00135,0.717,0.605,0.103,-10.387,0.548,0.193,0.0496,100.995,9,4,172026,39,Sad,0,0
Little Did I Know,Sofía Valdés,5t1o6xvTRq7ZOCqnS1dYPw,0.00135,0.612,0.547,0.272,-9.481,0.462,0.469,0.0316,129.952,5,4,157413,36,Sad,0,0
As the World Caves In,Matt Maltese,4JE6agBLHGA5TaF6FlqfBD,0.00464,0.331,0.45,0.22,-5.362,0.365,0.18,0.034,123.829,10,4,218754,77,Sad,0,0
how i'm feeling,Ryan Woods,0Bo3X0RlboVKipzxpzwXfo,2.16e-06,0.379,0.314,0.127,-9.05,0.622,0.165,0.0499,134.032,6,3,171000,48,Sad,0,0
Burger King Bathroom,Alann8h,4eGwQiJNa2zboopOEOvXjf,0.0,0.511,0.234,0.078,-11.048,0.835,0.463,0.0375,79.186,6,4,148662,37,Sad,0,0
Heathers,Leo Bhanji,182cdDTn18w690fru2aXvp,0.000502,0.72,0.628,0.122,-7.126,0.866,0.499,0.195,81.006,11,4,157668,34,Sad,0,0
Everything's Fine,Healy,1hQM22L8FSThJB5drLpfQs,0.425,0.676,0.402,0.235,-9.305,0.745,0.335,0.0459,121.909,1,4,232131,44,Sad,0,0
Thoughts of the Night,INNR CIRCLE,1eDV0CBLI89ANm4p2hRves,7.07e-05,0.657,0.44,0.22,-9.227,0.755,0.644,0.0522,91.96,1,4,232257,40,Sad,0,0
Lost,bülow,3WPYHZy8f7KIS5fVTUmliT,0.000323,0.71,0.258,0.0998,-10.632,0.84,0.337,0.034,112.922,3,4,237876,51,Sad,0,0
Show Runner 99,Ritt Momney,4G5bnCpOB99DIcOQa6QVYw,0.00474,0.398,0.365,0.188,-14.44,0.845,0.297,0.0279,98.835,6,4,208946,52,Sad,0,0
Care (with Omar Apollo),benny blanco,296wnQ0NPmj0hwpdhICSRy,0.00962,0.618,0.215,0.109,-12.8,0.759,0.214,0.04,90.004,2,4,290466,44,Sad,0,0
could cry just thinkin about you - Full Version,Troye Sivan,3H7oAhHxkEkSf9iomv2mbG,0.0,0.515,0.323,0.106,-11.05,0.318,0.188,0.0429,147.972,6,4,158000,68,Sad,0,0
I Walked Right Into It,Lontalius,5maC2QGPrm1E4WYMwwpDj7,0.0345,0.413,0.258,0.0969,-11.946,0.69,0.24,0.0286,131.371,9,4,298312,33,Sad,0,0
As a Child,Madeline The Person,2EX5zYrsrFWFPukAxfQ8Iv,8.78e-05,0.507,0.266,0.0984,-10.328,0.93,0.268,0.0344,126.231,7,3,190960,49,Sad,0,0
i was all over her,salvia palth,7svpAkwc6xaSxlbZ7V7JiS,0.853,0.529,0.353,0.116,-12.835,0.788,0.0601,0.0292,104.557,7,4,161462,73,Sad,0,1
